Month,Vertical,Client,Horizontal,Project Id,Project Name,Comment,Onsite/Offshore,Billing Type,Revenue,Compensation,Travel Expense,Software Licenses,Subcontracting Costs,Margin
Feb,BFS,Merrill Lynch,SAP,124,Merrill Lynch_SAP_project,Associate,Offshore,T&M,70373,10769,4750,1590,7636,45628
Feb,BFS,Merrill Lynch,SAP,124,Merrill Lynch_SAP_project,Associate,Onsite,T&M,39227,22167,1900,350,12358,2452
Feb,BFS,Merrill Lynch,SAP,124,Merrill Lynch_SAP_project,Billdays,Onsite,T&M,-13596,0,0,0,0,-13596
Feb,BFS,Merrill Lynch,SAP,124,Merrill Lynch_SAP_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Morgan Stanley,Analytics,98,Morgan Stanley_Analytics_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,Morgan Stanley,Analytics,98,Morgan Stanley_Analytics_project,Associate,Offshore,FixedBid,47123,4154,2650,160,7661,32498
Feb,BFS,Morgan Stanley,Analytics,98,Morgan Stanley_Analytics_project,Associate,Onsite,FixedBid,81252,6250,3700,770,43545,26987
Feb,BFS,Morgan Stanley,Analytics,98,Morgan Stanley_Analytics_project,Billdays,Onsite,FixedBid,-13418,0,0,0,0,-13418
Feb,BFS,Morgan Stanley,Analytics,98,Morgan Stanley_Analytics_project,TUTD,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,Morgan Stanley,HCM,99,Morgan Stanley_HCM_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Morgan Stanley,HCM,99,Morgan Stanley_HCM_project,Associate,Offshore,T&M,75326,8462,4700,2060,14276,45828
Feb,BFS,Morgan Stanley,HCM,99,Morgan Stanley_HCM_project,Associate,Onsite,T&M,25151,17333,500,300,0,7018
Feb,BFS,Morgan Stanley,HCM,99,Morgan Stanley_HCM_project,Billdays,Onsite,T&M,-7386,0,0,0,0,-7386
Feb,BFS,Morgan Stanley,HCM,99,Morgan Stanley_HCM_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Morgan Stanley,QA,101,Morgan Stanley_QA_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,Morgan Stanley,QA,101,Morgan Stanley_QA_project,Associate,Offshore,FixedBid,47446,3154,3200,960,20912,19220
Feb,BFS,Morgan Stanley,QA,101,Morgan Stanley_QA_project,Associate,Onsite,FixedBid,48351,13167,1650,120,34903,-1489
Feb,BFS,Morgan Stanley,QA,101,Morgan Stanley_QA_project,Billdays,Onsite,FixedBid,-12711,0,0,0,0,-12711
Feb,BFS,Morgan Stanley,QA,101,Morgan Stanley_QA_project,TUTD,Onsite,FixedBid,63047,0,0,0,0,63047
Feb,BFS,Morgan Stanley,SAP,100,Morgan Stanley_SAP_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,Morgan Stanley,SAP,100,Morgan Stanley_SAP_project,Associate,Offshore,FixedBid,47187,4077,2450,860,16318,23482
Feb,BFS,Morgan Stanley,SAP,100,Morgan Stanley_SAP_project,Associate,Onsite,FixedBid,53166,13750,200,370,20562,18284
Feb,BFS,Morgan Stanley,SAP,100,Morgan Stanley_SAP_project,Billdays,Onsite,FixedBid,-7585,0,0,0,0,-7585
Feb,BFS,Morgan Stanley,SAP,100,Morgan Stanley_SAP_project,TUTD,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,New York Life Insurance,Analytics,220,New York Life Insurance_Analytics_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,New York Life Insurance,Analytics,220,New York Life Insurance_Analytics_project,Associate,Offshore,FixedBid,38419,1615,2750,370,15708,17976
Feb,BFS,New York Life Insurance,Analytics,220,New York Life Insurance_Analytics_project,Associate,Onsite,FixedBid,61972,10833,2700,850,19077,28512
Feb,BFS,New York Life Insurance,Analytics,220,New York Life Insurance_Analytics_project,Billdays,Onsite,FixedBid,-13061,0,0,0,0,-13061
Feb,BFS,New York Life Insurance,Analytics,220,New York Life Insurance_Analytics_project,TUTD,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,New York Life Insurance,Cloud,219,New York Life Insurance_Cloud_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,New York Life Insurance,Cloud,219,New York Life Insurance_Cloud_project,Associate,Offshore,FixedBid,46980,8154,5200,1320,0,32306
Feb,BFS,New York Life Insurance,Cloud,219,New York Life Insurance_Cloud_project,Associate,Onsite,FixedBid,39839,18167,1350,560,12096,7666
Feb,BFS,New York Life Insurance,Cloud,219,New York Life Insurance_Cloud_project,Billdays,Onsite,FixedBid,-7832,0,0,0,0,-7832
Feb,BFS,New York Life Insurance,Cloud,219,New York Life Insurance_Cloud_project,TUTD,Onsite,FixedBid,-16995,0,0,0,0,-16995
Feb,BFS,New York Life Insurance,HCM,221,New York Life Insurance_HCM_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,New York Life Insurance,HCM,221,New York Life Insurance_HCM_project,Associate,Offshore,T&M,46575,3538,2200,1090,28995,10752
Feb,BFS,New York Life Insurance,HCM,221,New York Life Insurance_HCM_project,Associate,Onsite,T&M,22176,5667,1500,100,22862,-7953
Feb,BFS,New York Life Insurance,HCM,221,New York Life Insurance_HCM_project,Billdays,Onsite,T&M,-7035,0,0,0,0,-7035
Feb,BFS,New York Life Insurance,HCM,221,New York Life Insurance_HCM_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,New York Life Insurance,QA,223,New York Life Insurance_QA_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,New York Life Insurance,QA,223,New York Life Insurance_QA_project,Associate,Offshore,T&M,35397,3231,4600,1170,41938,-15542
Feb,BFS,New York Life Insurance,QA,223,New York Life Insurance_QA_project,Associate,Onsite,T&M,32251,18333,2200,1550,26261,-16093
Feb,BFS,New York Life Insurance,QA,223,New York Life Insurance_QA_project,Billdays,Onsite,T&M,-4571,0,0,0,0,-4571
Feb,BFS,New York Life Insurance,QA,223,New York Life Insurance_QA_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,New York Life Insurance,SAP,222,New York Life Insurance_SAP_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,New York Life Insurance,SAP,222,New York Life Insurance_SAP_project,Associate,Offshore,T&M,36254,5231,4950,310,11500,14263
Feb,BFS,New York Life Insurance,SAP,222,New York Life Insurance_SAP_project,Associate,Onsite,T&M,59397,33000,1350,260,20286,4501
Feb,BFS,New York Life Insurance,SAP,222,New York Life Insurance_SAP_project,Billdays,Onsite,T&M,-8346,0,0,0,0,-8346
Feb,BFS,New York Life Insurance,SAP,222,New York Life Insurance_SAP_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Prudential Financial,Analytics,197,Prudential Financial_Analytics_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Prudential Financial,Analytics,197,Prudential Financial_Analytics_project,Associate,Offshore,T&M,47976,7000,2700,490,16638,21148
Feb,BFS,Prudential Financial,Analytics,197,Prudential Financial_Analytics_project,Associate,Onsite,T&M,28349,19417,2950,40,0,5942
Feb,BFS,Prudential Financial,Analytics,197,Prudential Financial_Analytics_project,Billdays,Onsite,T&M,-12333,0,0,0,0,-12333
Feb,BFS,Prudential Financial,Analytics,197,Prudential Financial_Analytics_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Prudential Financial,Cloud,196,Prudential Financial_Cloud_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Prudential Financial,Cloud,196,Prudential Financial_Cloud_project,Associate,Offshore,T&M,30592,1615,1450,940,28695,-2108
Feb,BFS,Prudential Financial,Cloud,196,Prudential Financial_Cloud_project,Associate,Onsite,T&M,20206,5667,400,1250,18980,-6091
Feb,BFS,Prudential Financial,Cloud,196,Prudential Financial_Cloud_project,Billdays,Onsite,T&M,-4635,0,0,0,0,-4635
Feb,BFS,Prudential Financial,Cloud,196,Prudential Financial_Cloud_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Prudential Financial,HCM,198,Prudential Financial_HCM_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Prudential Financial,HCM,198,Prudential Financial_HCM_project,Associate,Offshore,T&M,42857,2846,4400,1200,22272,12139
Feb,BFS,Prudential Financial,HCM,198,Prudential Financial_HCM_project,Associate,Onsite,T&M,36960,18583,200,50,12024,6103
Feb,BFS,Prudential Financial,HCM,198,Prudential Financial_HCM_project,Billdays,Onsite,T&M,-8292,0,0,0,0,-8292
Feb,BFS,Prudential Financial,HCM,198,Prudential Financial_HCM_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Prudential Financial,QA,200,Prudential Financial_QA_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,Prudential Financial,QA,200,Prudential Financial_QA_project,Associate,Offshore,FixedBid,50815,3538,2050,1030,38220,5977
Feb,BFS,Prudential Financial,QA,200,Prudential Financial_QA_project,Associate,Onsite,FixedBid,61079,14833,3200,260,53275,-10489
Feb,BFS,Prudential Financial,QA,200,Prudential Financial_QA_project,Billdays,Onsite,FixedBid,-11650,0,0,0,0,-11650
Feb,BFS,Prudential Financial,QA,200,Prudential Financial_QA_project,TUTD,Onsite,FixedBid,-57784,0,0,0,0,-57784
Feb,BFS,Prudential Financial,SAP,199,Prudential Financial_SAP_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,Prudential Financial,SAP,199,Prudential Financial_SAP_project,Associate,Offshore,FixedBid,62885,3846,2150,690,34270,21929
Feb,BFS,Prudential Financial,SAP,199,Prudential Financial_SAP_project,Associate,Onsite,FixedBid,37699,14583,2150,1050,8449,11467
Feb,BFS,Prudential Financial,SAP,199,Prudential Financial_SAP_project,Billdays,Onsite,FixedBid,-7925,0,0,0,0,-7925
Feb,BFS,Prudential Financial,SAP,199,Prudential Financial_SAP_project,TUTD,Onsite,FixedBid,22930,0,0,0,0,22930
Feb,BFS,State Farm Insurance,QA,88,State Farm Insurance_QA_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,State Farm Insurance,QA,88,State Farm Insurance_QA_project,Associate,Offshore,T&M,23424,1154,1150,860,28542,-8282
Feb,BFS,State Farm Insurance,QA,88,State Farm Insurance_QA_project,Associate,Onsite,T&M,28419,18833,3250,1150,19840,-14654
Feb,BFS,State Farm Insurance,QA,88,State Farm Insurance_QA_project,Billdays,Onsite,T&M,-3871,0,0,0,0,-3871
Feb,BFS,State Farm Insurance,QA,88,State Farm Insurance_QA_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,TIAA-CREF,QA,250,TIAA-CREF_QA_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,TIAA-CREF,QA,250,TIAA-CREF_QA_project,Associate,Offshore,T&M,27109,4308,3100,300,21758,-2357
Feb,BFS,TIAA-CREF,QA,250,TIAA-CREF_QA_project,Associate,Onsite,T&M,29848,24000,1950,130,7840,-4072
Feb,BFS,TIAA-CREF,QA,250,TIAA-CREF_QA_project,Billdays,Onsite,T&M,-5808,0,0,0,0,-5808
Feb,BFS,TIAA-CREF,QA,250,TIAA-CREF_QA_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,TIAA-CREF,SAP,249,TIAA-CREF_SAP_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,TIAA-CREF,SAP,249,TIAA-CREF_SAP_project,Associate,Offshore,T&M,38822,1692,4450,520,44539,-12379
Feb,BFS,TIAA-CREF,SAP,249,TIAA-CREF_SAP_project,Associate,Onsite,T&M,53234,29167,950,670,24667,-2220
Feb,BFS,TIAA-CREF,SAP,249,TIAA-CREF_SAP_project,Billdays,Onsite,T&M,-9832,0,0,0,0,-9832
Feb,BFS,TIAA-CREF,SAP,249,TIAA-CREF_SAP_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,UnitedHealth Group,QA,260,UnitedHealth Group_QA_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,UnitedHealth Group,QA,260,UnitedHealth Group_QA_project,Associate,Offshore,T&M,19204,2846,2000,1050,0,13308
Feb,BFS,UnitedHealth Group,QA,260,UnitedHealth Group_QA_project,Associate,Onsite,T&M,71022,51750,3650,1130,9144,5348
Feb,BFS,UnitedHealth Group,QA,260,UnitedHealth Group_QA_project,Billdays,Onsite,T&M,-5791,0,0,0,0,-5791
Feb,BFS,UnitedHealth Group,QA,260,UnitedHealth Group_QA_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Wachovia Corp.,QA,280,Wachovia Corp._QA_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,Wachovia Corp.,QA,280,Wachovia Corp._QA_project,Associate,Offshore,FixedBid,49663,6769,4900,1020,12394,24580
Feb,BFS,Wachovia Corp.,QA,280,Wachovia Corp._QA_project,Associate,Onsite,FixedBid,17937,11667,950,210,0,5110
Feb,BFS,Wachovia Corp.,QA,280,Wachovia Corp._QA_project,Billdays,Onsite,FixedBid,-6281,0,0,0,0,-6281
Feb,BFS,Wachovia Corp.,QA,280,Wachovia Corp._QA_project,TUTD,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,Wachovia Corp.,SAP,279,Wachovia Corp._SAP_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Wachovia Corp.,SAP,279,Wachovia Corp._SAP_project,Associate,Offshore,T&M,13096,2538,2500,400,0,7658
Feb,BFS,Wachovia Corp.,SAP,279,Wachovia Corp._SAP_project,Associate,Onsite,T&M,12536,5667,700,560,11360,-5751
Feb,BFS,Wachovia Corp.,SAP,279,Wachovia Corp._SAP_project,Billdays,Onsite,T&M,-5285,0,0,0,0,-5285
Feb,BFS,Wachovia Corp.,SAP,279,Wachovia Corp._SAP_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Wells Fargo,Analytics,203,Wells Fargo_Analytics_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,Wells Fargo,Analytics,203,Wells Fargo_Analytics_project,Associate,Offshore,FixedBid,83328,6692,2700,960,19209,53767
Feb,BFS,Wells Fargo,Analytics,203,Wells Fargo_Analytics_project,Associate,Onsite,FixedBid,41088,8333,1450,20,19944,11341
Feb,BFS,Wells Fargo,Analytics,203,Wells Fargo_Analytics_project,Billdays,Onsite,FixedBid,-12189,0,0,0,0,-12189
Feb,BFS,Wells Fargo,Analytics,203,Wells Fargo_Analytics_project,TUTD,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,Wells Fargo,Cloud,202,Wells Fargo_Cloud_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,Wells Fargo,Cloud,202,Wells Fargo_Cloud_project,Associate,Offshore,FixedBid,71856,6846,3250,650,8745,52365
Feb,BFS,Wells Fargo,Cloud,202,Wells Fargo_Cloud_project,Associate,Onsite,FixedBid,55728,18583,1200,570,22630,12745
Feb,BFS,Wells Fargo,Cloud,202,Wells Fargo_Cloud_project,Billdays,Onsite,FixedBid,-11859,0,0,0,0,-11859
Feb,BFS,Wells Fargo,Cloud,202,Wells Fargo_Cloud_project,TUTD,Onsite,FixedBid,-3676,0,0,0,0,-3676
Feb,BFS,Wells Fargo,HCM,204,Wells Fargo_HCM_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,Wells Fargo,HCM,204,Wells Fargo_HCM_project,Associate,Offshore,FixedBid,83952,5077,4650,1230,28544,44451
Feb,BFS,Wells Fargo,HCM,204,Wells Fargo_HCM_project,Associate,Onsite,FixedBid,111760,23833,3350,760,29937,53880
Feb,BFS,Wells Fargo,HCM,204,Wells Fargo_HCM_project,Billdays,Onsite,FixedBid,-17271,0,0,0,0,-17271
Feb,BFS,Wells Fargo,HCM,204,Wells Fargo_HCM_project,TUTD,Onsite,FixedBid,0,0,0,0,0,0
Feb,BFS,Wells Fargo,QA,206,Wells Fargo_QA_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Wells Fargo,QA,206,Wells Fargo_QA_project,Associate,Offshore,T&M,42578,4231,4950,1720,21134,10543
Feb,BFS,Wells Fargo,QA,206,Wells Fargo_QA_project,Associate,Onsite,T&M,66697,25083,4850,1380,59534,-24150
Feb,BFS,Wells Fargo,QA,206,Wells Fargo_QA_project,Billdays,Onsite,T&M,-8477,0,0,0,0,-8477
Feb,BFS,Wells Fargo,QA,206,Wells Fargo_QA_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Wells Fargo,SAP,205,Wells Fargo_SAP_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,BFS,Wells Fargo,SAP,205,Wells Fargo_SAP_project,Associate,Offshore,T&M,56567,5769,6300,1770,16713,26015
Feb,BFS,Wells Fargo,SAP,205,Wells Fargo_SAP_project,Associate,Onsite,T&M,45197,11083,2200,620,31799,-505
Feb,BFS,Wells Fargo,SAP,205,Wells Fargo_SAP_project,Billdays,Onsite,T&M,-11390,0,0,0,0,-11390
Feb,BFS,Wells Fargo,SAP,205,Wells Fargo_SAP_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Aetna,QA,233,Aetna_QA_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Aetna,QA,233,Aetna_QA_project,Associate,Offshore,T&M,28303,3615,3700,410,7889,12689
Feb,Healthcare,Aetna,QA,233,Aetna_QA_project,Associate,Onsite,T&M,52791,46333,3450,720,13114,-10826
Feb,Healthcare,Aetna,QA,233,Aetna_QA_project,Billdays,Onsite,T&M,-5507,0,0,0,0,-5507
Feb,Healthcare,Aetna,QA,233,Aetna_QA_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Aetna,SAP,232,Aetna_SAP_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,Healthcare,Aetna,SAP,232,Aetna_SAP_project,Associate,Offshore,FixedBid,30171,3692,1800,360,0,24319
Feb,Healthcare,Aetna,SAP,232,Aetna_SAP_project,Associate,Onsite,FixedBid,66970,24833,1800,1110,0,39227
Feb,Healthcare,Aetna,SAP,232,Aetna_SAP_project,Billdays,Onsite,FixedBid,-11409,0,0,0,0,-11409
Feb,Healthcare,Aetna,SAP,232,Aetna_SAP_project,TUTD,Onsite,FixedBid,-38905,0,0,0,0,-38905
Feb,Healthcare,Bristol-Myers Squibb,HCM,299,Bristol-Myers Squibb_HCM_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,Healthcare,Bristol-Myers Squibb,HCM,299,Bristol-Myers Squibb_HCM_project,Associate,Offshore,FixedBid,69807,4923,2850,1870,21784,38380
Feb,Healthcare,Bristol-Myers Squibb,HCM,299,Bristol-Myers Squibb_HCM_project,Associate,Onsite,FixedBid,144556,64333,7200,1510,23546,47967
Feb,Healthcare,Bristol-Myers Squibb,HCM,299,Bristol-Myers Squibb_HCM_project,Billdays,Onsite,FixedBid,-17138,0,0,0,0,-17138
Feb,Healthcare,Bristol-Myers Squibb,HCM,299,Bristol-Myers Squibb_HCM_project,TUTD,Onsite,FixedBid,40731,0,0,0,0,40731
Feb,Healthcare,Bristol-Myers Squibb,QA,301,Bristol-Myers Squibb_QA_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Bristol-Myers Squibb,QA,301,Bristol-Myers Squibb_QA_project,Associate,Offshore,T&M,38712,5000,1500,1190,13720,17302
Feb,Healthcare,Bristol-Myers Squibb,QA,301,Bristol-Myers Squibb_QA_project,Associate,Onsite,T&M,22972,5667,1250,130,17739,-1814
Feb,Healthcare,Bristol-Myers Squibb,QA,301,Bristol-Myers Squibb_QA_project,Billdays,Onsite,T&M,-8705,0,0,0,0,-8705
Feb,Healthcare,Bristol-Myers Squibb,QA,301,Bristol-Myers Squibb_QA_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Bristol-Myers Squibb,SAP,300,Bristol-Myers Squibb_SAP_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Bristol-Myers Squibb,SAP,300,Bristol-Myers Squibb_SAP_project,Associate,Offshore,T&M,48571,3769,3700,1310,23507,16285
Feb,Healthcare,Bristol-Myers Squibb,SAP,300,Bristol-Myers Squibb_SAP_project,Associate,Onsite,T&M,63333,39417,4000,660,12378,6878
Feb,Healthcare,Bristol-Myers Squibb,SAP,300,Bristol-Myers Squibb_SAP_project,Billdays,Onsite,T&M,-10675,0,0,0,0,-10675
Feb,Healthcare,Bristol-Myers Squibb,SAP,300,Bristol-Myers Squibb_SAP_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Cardinal Health,Analytics,81,Cardinal Health_Analytics_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Cardinal Health,Analytics,81,Cardinal Health_Analytics_project,Associate,Offshore,T&M,40416,2154,4250,220,32362,1430
Feb,Healthcare,Cardinal Health,Analytics,81,Cardinal Health_Analytics_project,Associate,Onsite,T&M,72443,44167,3450,1420,14556,8850
Feb,Healthcare,Cardinal Health,Analytics,81,Cardinal Health_Analytics_project,Billdays,Onsite,T&M,-9326,0,0,0,0,-9326
Feb,Healthcare,Cardinal Health,Analytics,81,Cardinal Health_Analytics_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Cardinal Health,HCM,82,Cardinal Health_HCM_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Cardinal Health,HCM,82,Cardinal Health_HCM_project,Associate,Offshore,T&M,22513,2462,2450,1210,15288,1103
Feb,Healthcare,Cardinal Health,HCM,82,Cardinal Health_HCM_project,Associate,Onsite,T&M,16523,5667,700,260,15850,-5954
Feb,Healthcare,Cardinal Health,HCM,82,Cardinal Health_HCM_project,Billdays,Onsite,T&M,-5476,0,0,0,0,-5476
Feb,Healthcare,Cardinal Health,HCM,82,Cardinal Health_HCM_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Cardinal Health,QA,84,Cardinal Health_QA_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Cardinal Health,QA,84,Cardinal Health_QA_project,Associate,Offshore,T&M,55164,16769,6350,1760,7172,23113
Feb,Healthcare,Cardinal Health,QA,84,Cardinal Health_QA_project,Associate,Onsite,T&M,29157,14000,2400,760,28834,-16837
Feb,Healthcare,Cardinal Health,QA,84,Cardinal Health_QA_project,Billdays,Onsite,T&M,-6284,0,0,0,0,-6284
Feb,Healthcare,Cardinal Health,QA,84,Cardinal Health_QA_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Cardinal Health,SAP,83,Cardinal Health_SAP_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,Healthcare,Cardinal Health,SAP,83,Cardinal Health_SAP_project,Associate,Offshore,FixedBid,39010,6000,3200,1190,3600,25020
Feb,Healthcare,Cardinal Health,SAP,83,Cardinal Health_SAP_project,Associate,Onsite,FixedBid,53266,25917,2400,910,20859,3180
Feb,Healthcare,Cardinal Health,SAP,83,Cardinal Health_SAP_project,Billdays,Onsite,FixedBid,-8830,0,0,0,0,-8830
Feb,Healthcare,Cardinal Health,SAP,83,Cardinal Health_SAP_project,TUTD,Onsite,FixedBid,0,0,0,0,0,0
Feb,Healthcare,CVS,QA,291,CVS_QA_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,Healthcare,CVS,QA,291,CVS_QA_project,Associate,Offshore,FixedBid,56259,3231,4750,730,40535,7013
Feb,Healthcare,CVS,QA,291,CVS_QA_project,Associate,Onsite,FixedBid,66545,48833,5200,610,25972,-14070
Feb,Healthcare,CVS,QA,291,CVS_QA_project,Billdays,Onsite,FixedBid,-8593,0,0,0,0,-8593
Feb,Healthcare,CVS,QA,291,CVS_QA_project,TUTD,Onsite,FixedBid,0,0,0,0,0,0
Feb,Healthcare,Johnson & Johnson,HCM,154,Johnson & Johnson_HCM_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,Healthcare,Johnson & Johnson,HCM,154,Johnson & Johnson_HCM_project,Associate,Offshore,FixedBid,65088,4308,4250,380,21955,34195
Feb,Healthcare,Johnson & Johnson,HCM,154,Johnson & Johnson_HCM_project,Associate,Onsite,FixedBid,17318,8333,1200,250,8183,-648
Feb,Healthcare,Johnson & Johnson,HCM,154,Johnson & Johnson_HCM_project,Billdays,Onsite,FixedBid,-7304,0,0,0,0,-7304
Feb,Healthcare,Johnson & Johnson,HCM,154,Johnson & Johnson_HCM_project,TUTD,Onsite,FixedBid,0,0,0,0,0,0
Feb,Healthcare,Johnson & Johnson,QA,156,Johnson & Johnson_QA_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Johnson & Johnson,QA,156,Johnson & Johnson_QA_project,Associate,Offshore,T&M,28010,4923,1800,510,12966,7811
Feb,Healthcare,Johnson & Johnson,QA,156,Johnson & Johnson_QA_project,Associate,Onsite,T&M,42464,29667,2350,1160,23716,-14429
Feb,Healthcare,Johnson & Johnson,QA,156,Johnson & Johnson_QA_project,Billdays,Onsite,T&M,-4988,0,0,0,0,-4988
Feb,Healthcare,Johnson & Johnson,QA,156,Johnson & Johnson_QA_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Johnson & Johnson,SAP,155,Johnson & Johnson_SAP_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,Johnson & Johnson,SAP,155,Johnson & Johnson_SAP_project,Associate,Offshore,T&M,38069,7231,3200,1370,7755,18513
Feb,Healthcare,Johnson & Johnson,SAP,155,Johnson & Johnson_SAP_project,Associate,Onsite,T&M,24792,20000,2950,170,0,1672
Feb,Healthcare,Johnson & Johnson,SAP,155,Johnson & Johnson_SAP_project,Billdays,Onsite,T&M,-7321,0,0,0,0,-7321
Feb,Healthcare,Johnson & Johnson,SAP,155,Johnson & Johnson_SAP_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,McKesson,Analytics,108,McKesson_Analytics_project,Adjustments,Onsite,FixedBid,0,0,0,0,0,0
Feb,Healthcare,McKesson,Analytics,108,McKesson_Analytics_project,Associate,Offshore,FixedBid,68291,6692,1200,1420,19839,39140
Feb,Healthcare,McKesson,Analytics,108,McKesson_Analytics_project,Associate,Onsite,FixedBid,81469,12917,3200,900,18102,46350
Feb,Healthcare,McKesson,Analytics,108,McKesson_Analytics_project,Billdays,Onsite,FixedBid,-16754,0,0,0,0,-16754
Feb,Healthcare,McKesson,Analytics,108,McKesson_Analytics_project,TUTD,Onsite,FixedBid,0,0,0,0,0,0
Feb,Healthcare,McKesson,Cloud,107,McKesson_Cloud_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,McKesson,Cloud,107,McKesson_Cloud_project,Associate,Offshore,T&M,57066,8308,3900,1680,12727,30451
Feb,Healthcare,McKesson,Cloud,107,McKesson_Cloud_project,Associate,Onsite,T&M,16590,6250,750,0,8802,788
Feb,Healthcare,McKesson,Cloud,107,McKesson_Cloud_project,Billdays,Onsite,T&M,-9698,0,0,0,0,-9698
Feb,Healthcare,McKesson,Cloud,107,McKesson_Cloud_project,TUTD,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,McKesson,HCM,109,McKesson_HCM_project,Adjustments,Onsite,T&M,0,0,0,0,0,0
Feb,Healthcare,McKesson,HCM,109,McKesson_HCM_project,Associate,Offshore,T&M,59084,5615,3550,1920,15074,32925
